fips,pollutant,year,pred_wght,state_abbr,lat,lon
49037,o3,2006,55.9396441611284,UT,37.5238815271938,-109.520258849858
49039,o3,2006,60.2418678491841,UT,39.3805494536698,-111.60655510028
49041,o3,2006,59.3705217334872,UT,38.7747415152389,-112.041913902509
49043,o3,2006,60.786435532981,UT,40.7278118957163,-111.47074911904
49045,o3,2006,60.6115127314576,UT,40.5607820553781,-112.379282575836
49047,o3,2006,55.050724260464,UT,40.4264818982448,-109.597110807659
49049,o3,2006,59.4806866072742,UT,40.2723486568944,-111.731664994076
49051,o3,2006,59.5568344028899,UT,40.5056975478113,-111.412290182745
49053,o3,2006,57.4265395938167,UT,37.1351630409441,-113.51971034283
49055,o3,2006,60.7301636789057,UT,38.3616346652268,-111.467329013679
49057,o3,2006,58.8671060007957,UT,41.2246134542199,-111.990295654656
49001,o3,2007,59.4133927138332,UT,38.2997093980993,-112.776410318298
49003,o3,2007,58.514207913957,UT,41.5910270435218,-112.099936388194
49005,o3,2007,58.1440417083866,UT,41.7443369753941,-111.840606368059
49007,o3,2007,59.4894304490025,UT,39.6016290379853,-110.777271924497
49009,o3,2007,56.0595406043437,UT,40.9678584513692,-109.646155807365
49011,o3,2007,58.5191272233987,UT,41.0195707346996,-111.958836533661
49013,o3,2007,57.0182589186865,UT,40.2894083194497,-110.16534938464
49015,o3,2007,60.4031074161808,UT,39.2160518586006,-110.9253240707
49017,o3,2007,59.4165602088167,UT,37.761851450116,-112.088923433875
49019,o3,2007,56.9230324552846,UT,38.569099598916,-109.530232411924
49021,o3,2007,58.5329270801291,UT,37.7091593852219,-113.073797045253
49023,o3,2007,60.4376729260199,UT,39.7503682119852,-111.894820124927
49025,o3,2007,58.3419117754386,UT,37.1148368701754,-112.425845052632
49027,o3,2007,59.6252655522675,UT,39.2146051027753,-112.495065344317
49029,o3,2007,61.0562620551273,UT,41.073209483578,-111.718139613476
49031,o3,2007,60.9434356683805,UT,38.2884787917738,-112.208066195373
49033,o3,2007,59.3534839664311,UT,41.7668911219081,-111.279030477032
49035,o3,2007,58.1941861442911,UT,40.6463220871068,-111.922750444566
49037,o3,2007,57.2473124983046,UT,37.5238815271938,-109.520258849858
49039,o3,2007,61.073138347351,UT,39.3805494536698,-111.60655510028
49041,o3,2007,60.237000249976,UT,38.7747415152389,-112.041913902509
49043,o3,2007,61.2243587820725,UT,40.7278118957163,-111.47074911904
49045,o3,2007,59.7399104435054,UT,40.5607820553781,-112.379282575836
49047,o3,2007,55.9169226340984,UT,40.4264818982448,-109.597110807659
49049,o3,2007,58.9884095637714,UT,40.2723486568944,-111.731664994076
49051,o3,2007,61.1703788992775,UT,40.5056975478113,-111.412290182745
49053,o3,2007,56.5069441907106,UT,37.1351630409441,-113.51971034283
49055,o3,2007,61.1359753059755,UT,38.3616346652268,-111.467329013679
49057,o3,2007,58.8024809337646,UT,41.2246134542199,-111.990295654656
49001,o3,2008,57.2668234575351,UT,38.2997093980993,-112.776410318298
49003,o3,2008,54.4384223931966,UT,41.5910270435218,-112.099936388194
49005,o3,2008,53.5077718337239,UT,41.7443369753941,-111.840606368059
49007,o3,2008,56.9495371022754,UT,39.6016290379853,-110.777271924497
49009,o3,2008,53.3931984891407,UT,40.9678584513692,-109.646155807365
49011,o3,2008,54.523373715328,UT,41.0195707346996,-111.958836533661
49013,o3,2008,54.5393048261407,UT,40.2894083194497,-110.16534938464
49015,o3,2008,57.8337719114432,UT,39.2160518586006,-110.9253240707
49017,o3,2008,57.5967797563805,UT,37.761851450116,-112.088923433875
49019,o3,2008,55.3471619620596,UT,38.569099598916,-109.530232411924
49021,o3,2008,56.632135569612,UT,37.7091593852219,-113.073797045253
49023,o3,2008,57.4890919871169,UT,39.7503682119852,-111.894820124927
49025,o3,2008,57.1954646035088,UT,37.1148368701754,-112.425845052632
49027,o3,2008,56.5436858913861,UT,39.2146051027753,-112.495065344317
49029,o3,2008,56.1469740204879,UT,41.073209483578,-111.718139613476
49031,o3,2008,59.5449142673522,UT,38.2884787917738,-112.208066195373
49033,o3,2008,54.5650261042403,UT,41.7668911219081,-111.279030477032
49035,o3,2008,55.0851612627531,UT,40.6463220871068,-111.922750444566
49037,o3,2008,55.076551274922,UT,37.5238815271938,-109.520258849858
49039,o3,2008,58.7962188807419,UT,39.3805494536698,-111.60655510028
49041,o3,2008,57.910066839727,UT,38.7747415152389,-112.041913902509
49043,o3,2008,57.7936022519546,UT,40.7278118957163,-111.47074911904
49045,o3,2008,54.7717853636332,UT,40.5607820553781,-112.379282575836
49047,o3,2008,53.2847424880324,UT,40.4264818982448,-109.597110807659
49049,o3,2008,56.2144617933112,UT,40.2723486568944,-111.731664994076
49051,o3,2008,56.8139494092648,UT,40.5056975478113,-111.412290182745
49053,o3,2008,55.5437911081345,UT,37.1351630409441,-113.51971034283
49055,o3,2008,59.5711574514039,UT,38.3616346652268,-111.467329013679
49057,o3,2008,54.3590173178052,UT,41.2246134542199,-111.990295654656
49001,o3,2009,55.1416843264444,UT,38.2997093980993,-112.776410318298
49003,o3,2009,53.3313672276138,UT,41.5910270435218,-112.099936388194
49005,o3,2009,52.160536718861,UT,41.7443369753941,-111.840606368059
49007,o3,2009,54.4326141241882,UT,39.6016290379853,-110.777271924497
49009,o3,2009,51.683169782814,UT,40.9678584513692,-109.646155807365
49011,o3,2009,54.1708652211081,UT,41.0195707346996,-111.958836533661
49013,o3,2009,52.6731695867147,UT,40.2894083194497,-110.16534938464
49015,o3,2009,55.5682790087464,UT,39.2160518586006,-110.9253240707
49017,o3,2009,54.0432582946636,UT,37.761851450116,-112.088923433875
49019,o3,2009,51.6042036531165,UT,38.569099598916,-109.530232411924
49021,o3,2009,54.4393644368867,UT,37.7091593852219,-113.073797045253
49023,o3,2009,55.7382356822175,UT,39.7503682119852,-111.894820124927
49025,o3,2009,52.9055560561403,UT,37.1148368701754,-112.425845052632
49027,o3,2009,55.6633540990162,UT,39.2146051027753,-112.495065344317
49029,o3,2009,54.8876485795755,UT,41.073209483578,-111.718139613476
49031,o3,2009,55.1037800771208,UT,38.2884787917738,-112.208066195373
49033,o3,2009,51.7921617491166,UT,41.7668911219081,-111.279030477032
49035,o3,2009,54.2131116174835,UT,40.6463220871068,-111.922750444566
49037,o3,2009,50.2464962633935,UT,37.5238815271938,-109.520258849858
49039,o3,2009,55.7321136043419,UT,39.3805494536698,-111.60655510028
49041,o3,2009,55.2345215556197,UT,38.7747415152389,-112.041913902509
49043,o3,2009,55.7012668841537,UT,40.7278118957163,-111.47074911904
49045,o3,2009,55.1637136280875,UT,40.5607820553781,-112.379282575836
49047,o3,2009,52.0776855376212,UT,40.4264818982448,-109.597110807659
49049,o3,2009,54.50715161374,UT,40.2723486568944,-111.731664994076
49051,o3,2009,55.4566295240119,UT,40.5056975478113,-111.412290182745
49053,o3,2009,53.2409465742316,UT,37.1351630409441,-113.51971034283
49055,o3,2009,56.2303528077754,UT,38.3616346652268,-111.467329013679
49057,o3,2009,53.8303520446643,UT,41.2246134542199,-111.990295654656
49001,o3,2010,56.0763831497963,UT,38.2997093980993,-112.776410318298
49003,o3,2010,52.2124817808904,UT,41.5910270435218,-112.099936388194
49005,o3,2010,50.464616943616,UT,41.7443369753941,-111.840606368059
